pool_name,pool_address,pool_data,total_liquidity
CASH/LUCHA (0.3%),0xc666c4b402Bd797185EA419261D22a8f22DDFce6,"[((b""\x8c\xd8\xe1Mv\x82\xbbw\xe3'\xc6EP\xefm\x9f5}\xd6\\P\xea\xf4\x8b\x00\xfeO\x17\x9e\x95\xddC"", '0xc666c4b402Bd797185EA419261D22a8f22DDFce6', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 1052184450474169012779, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 1387383697300432307718), ('0x6749441Fdc8650b5b5a854ed255C82EF361f1596', 18, 'LUCHA', 162774123338193949368825), 'oRETRO', 18)]",4058.9
FRAX/miMATIC (0.3%),0xdeB25Dd2d5D168Fd6f80F154d96a2Dab81d61845,"[((b'\xe0/o\xd3\xef=7\xec\xf2\x07\xb2\xbf\xe0MNN+V\\\x050\xbd\xff\x0e\xb7\xbax\x829\x11\x9e@', '0xdeB25Dd2d5D168Fd6f80F154d96a2Dab81d61845', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 21961320873750459332332, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89', 18, 'FRAX', 31773706433240132799352), ('0xa3Fa99A148fA48D14Ed51d610c367C61876997F1', 18, 'miMATIC', 259138142676772734761297), 'oRETRO', 18)]",264006.4
WMATIC/miMATIC (0.3%),0xC571445Fc93666e1E4FaE2E84A7b74FE6ed3978D,"[((b'\xd2\xbe\x16\x91\x18h7\xe3\xdf\xa6\xee\t\x1d\x9d*e\x08\x17P\xac\xdbM\x12=\xadzA0\x8e\xb4j\xa0', '0xC571445Fc93666e1E4FaE2E84A7b74FE6ed3978D', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 4914354706736884315643, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270', 18, 'WMATIC', 30559063046750053344682), ('0xa3Fa99A148fA48D14Ed51d610c367C61876997F1', 18, 'miMATIC', 11886576898726609630829), 'oRETRO', 18)]",26581.45
CASH/ERN (0.3%),0x777a87889f42C33f9A1E5c117774694bbd857075,"[((b'\x8e\x99b>\xfc\xdd\xa8\t\x1d\x82\xfe\x0e\xb4\xea\xcdXS@\xe6\x8e$\xb6CA,Z\xb1\xa9\xea\x15!W', '0x777a87889f42C33f9A1E5c117774694bbd857075', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 4733030641173171791710, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 47573768233816849697893), ('0xC3a9a54c043f348027fffAac0F2F996123A19bF4', 18, 'ERN', 20748008219417868410930), 'oRETRO', 18)]",69107.08
oRETRO/RETRO (1%),0x387FBcE5E2933Bd3a7243D0be2aAC8fD9Ab3D55d,"[((b'\xd5\x8c\x857\xa5\xb5z\x96\xb3?B:w`\t6\xab\xc2NH\x10\xdd\xec\xf2\xf1\xf0I\x04O\x08g\xf8', '0x387FBcE5E2933Bd3a7243D0be2aAC8fD9Ab3D55d', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 10852363825861824428937, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 18, 'oRETRO', 205768724922301101808659), ('0xBFA35599c7AEbb0dAcE9b5aa3ca5f2a79624D8Eb', 18, 'RETRO', 75804739235580723216261), 'oRETRO', 18)]",16757.36
ICHI/RETRO (1%),0xC26E1a0cDab4Bf5141530C49F3360f162C5Db5Db,"[((b'\xd6T\x85a\xdc\xd6np:\x0bq\x91~\x19\x96g\xc4eu(!8\x95\xdc\x06\xf9\xca\x0e4\x13\xc7\xc8', '0xC26E1a0cDab4Bf5141530C49F3360f162C5Db5Db', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 31649639109423213719897, [], [], 6000, 0, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x111111517e4929D3dcbdfa7CCe55d30d4B6BC4d6', 18, 'ICHI', 234025803622514830326989), ('0xBFA35599c7AEbb0dAcE9b5aa3ca5f2a79624D8Eb', 18, 'RETRO', 403680117856570061067446), 'oRETRO', 18)]",445446.57
WMATIC/ICHI (0.3%),0x13d5e61838D93F7962C52dc921FD7C0Ccc092E35,"[((b'l\x07\x94&\x15\x0f\xf3\x8c\x11\xef\x1f\xce?H\xca\xe4\x91\x8b\x1d\x0b\x13\xc0#5\x9e:\xe7\xa1\x8f\xe7Z\xcc', '0x13d5e61838D93F7962C52dc921FD7C0Ccc092E35', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 50323832418017346828259, [], [], 6000, 0, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270', 18, 'WMATIC', 123119760719217506022393), ('0x111111517e4929D3dcbdfa7CCe55d30d4B6BC4d6', 18, 'ICHI', 55383121810577153783178), 'oRETRO', 18)]",161632.25
SD/MaticX (0.3%),0xB97c62834e096858BD0B996b758942dd43d7B5eE,"[((b'E\x00\x9cQD\x06\x19v\x9a\xe4\xea\x11{\x14\x99;\xb5i\x9arg\x89\xd5v\xe4\xda\xb0I\x8ay+\x0e', '0xB97c62834e096858BD0B996b758942dd43d7B5eE', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 532949326872798639931, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x1d734A02eF1e1f5886e66b0673b71Af5B53ffA94', 18, 'SD', 4474804170856121976494), ('0xfa68FB4628DFF1028CFEc22b4162FCcd0d45efb6', 18, 'MaticX', 1923896686221047805140), 'oRETRO', 18)]",3784.57
stERN/ERN (1%),0x99583057951987beD85CE6934473160bFD4921b9,"[((b'\xa6?|TcP\xf7\x82\x85>4\xad\x89\xabZ\xbe\xear\xacL\x1e\xb3\xa7\xf4B\x03\xbc\xbd\xf8\x8aK\x0b', '0x99583057951987beD85CE6934473160bFD4921b9', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 23873148227945489937825, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x281c4746c902A322B9A951F07893AC51a7221Acc', 18, 'stERN', 94205457737321719778174), ('0xC3a9a54c043f348027fffAac0F2F996123A19bF4', 18, 'ERN', 119134869683375258902561), 'oRETRO', 18)]",222087.28
tUSDC/STAR (0.05%),0x53C49b9308c3DB176d351d7914Cec0Fb5D7f1129,"[((b'\x9e.uE\xa9\xc3\x16\xfe\x84\x01\xe9\x1e\xc1 `\x1d\rL\x9f\xb8CH4\xfd\xca\x0b+\xa4$\xd7\x8c\xa0', '0x53C49b9308c3DB176d351d7914Cec0Fb5D7f1129', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 10891124450769538651343, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 500, ('0x0D397F4515007AE4822703b74b9922508837A04E', 6, 'tUSDC', 16992885803), ('0xC19669A405067927865B40Ea045a2baabbbe57f5', 18, 'STAR', 20354593984129328675242), 'oRETRO', 18)]",37823.28
STAR/ERN (0.3%),0xBed2936f4AC04292876A08Cd66Cfcea7b84d070f,"[((b'\x15\x0e\x8d\xcd\x937\xfa\x99\xd2\xee\xa9\xd7\x8f\x9bb\xae\xaf|\xbdXKf\xb2x&X\xb1D\x8b\xa7\xd5.', '0xBed2936f4AC04292876A08Cd66Cfcea7b84d070f', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 1030539078156175782655, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0xC19669A405067927865B40Ea045a2baabbbe57f5', 18, 'STAR', 18785686392126347114127), ('0xC3a9a54c043f348027fffAac0F2F996123A19bF4', 18, 'ERN', 2972205128959787069750), 'oRETRO', 18)]",21879.75
WMATIC/LUCHA (0.3%),0x52BeedA850A7048e9D543668BF54E0d9E1B667E0,"[((b'\x17\x93M\xf3\xc8gV^\xc2\xb9\xa0a\x06:\x84\x14^\xf7\xa9\xd7\x81\xe3\x81\xc7,\x95\xa8\xf5O\x8c\xcbX', '0x52BeedA850A7048e9D543668BF54E0d9E1B667E0', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 30287267748463933620, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270', 18, 'WMATIC', 778587995942807724780), ('0x6749441Fdc8650b5b5a854ed255C82EF361f1596', 18, 'LUCHA', 586549188132453010993), 'oRETRO', 18)]",415.36
LUCHA/WETH (0.3%),0x13136EA148331a07497087bfc31fBCcD9b99123c,"[((b'Ff1\t\xafm\xfa\xd4 QB\xbb\x0e\x0b\x17\x16e\t\x08\xcf\xdf\xad\x1c\x13\xb1+\xca%\r\xcdv\xa1', '0x13136EA148331a07497087bfc31fBCcD9b99123c', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 4611338200234421002045, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x6749441Fdc8650b5b5a854ed255C82EF361f1596', 18, 'LUCHA', 627439077765006730685089), ('0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619', 18, 'WETH', 3689842706188823879), 'oRETRO', 18)]",16170.96
JRT/WETH (0.3%),0xAE107e52ebdF151E61d9Fb4Bd800C86c31741465,"[((b'\x11\xfbY\xe0\xe5\xc7\x88k\xc6\x88\xcd\xad\x167\x83\xeetL\xb7\xc8\x1b\r%\xf6\xfd\xc7\xb6;\xd9\xe1N>', '0xAE107e52ebdF151E61d9Fb4Bd800C86c31741465', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 3499026701061693084348, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x596eBE76e2DB4470966ea395B0d063aC6197A8C5', 18, 'JRT', 4875942062112604869809819), ('0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619', 18, 'WETH', 6293698709149870188), 'oRETRO', 18)]",45246.38
axlLqdr/CASH (0.3%),0x22c10e61A05a03bcd8BF61a7E648f2330ecdA270,"[((b'\x854\xb7\xc8\xa9\xf5\x9d\x01v7\\|7\n\x8a<\xf7.Y\xae\x93|%\x82\xb2\xddv\x9d\x17.\xedD', '0x22c10e61A05a03bcd8BF61a7E648f2330ecdA270', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 20002066502547442348143, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x0294D8eB7857D43FEb1210Db72456d41481f9Ede', 18, 'axlLqdr', 77668473126469542535773), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 28640536139802306108769), 'oRETRO', 18)]",52131.7
XOC/jMXN (0.01%),0xccE01e3615785771b84Eb5F88EC612AC6704FdE2,"[((b'*\xc3<~\x00um\xae\xba\xc8\xeb\xf1\xfd\x1b~\xa5\xee\x9f\x1a\x81\xb1\xa0\xc6\xf9\xb0\x85\x02X\xb6\xaa\xc4a', '0xccE01e3615785771b84Eb5F88EC612AC6704FdE2', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 3035929063506133403763, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 100, ('0xa411c9Aa00E020e4f88Bc19996d29c5B7ADB4ACf', 18, 'XOC', 38937079493370134643304), ('0xBD1fe73e1f12bD2bc237De9b626F056f21f86427', 18, 'jMXN', 86258217033828244635015), 'oRETRO', 18)]",4933.19
ICHI/CASH (1%),0x8ceD58A2dE3C2ea5D3cED3eb4331158c8cf985Fb,"[((b'\xb1\xf2\x98\xfem\xd8\xbd\xa0\xc8#\xed\x05\xdc7\xbb:\xa3\x81\x8c\xe2\xa4\xe4f\xb0\x04\xee\x07$[y\xb7\xc1', '0x8ceD58A2dE3C2ea5D3cED3eb4331158c8cf985Fb', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 26941274849049279307731, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x111111517e4929D3dcbdfa7CCe55d30d4B6BC4d6', 18, 'ICHI', 239402145646290487986518), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 28162227777106911798389), 'oRETRO', 18)]",449471.31
wUSDR/CASH (0.3%),0x3baEa49B71461DEaB46E6F42548D0005359ff629,"[((b'0\xd8#\x9dH\x12\xd4M\xc7\xe2D_\xf5Q2\xb1dx\xcaY\xf8s\x97\xc6\xd6\x8a\x1157\x14Ln', '0x3baEa49B71461DEaB46E6F42548D0005359ff629', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 2797875182078375505943, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x00e8c0E92eB3Ad88189E7125Ec8825eDc03Ab265', 9, 'wUSDR', 10793744770551), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 12745501799286634786808), 'oRETRO', 18)]",24342.06
CASH/STAR (0.05%),0x88C522E526E5Eea8d636fd6805cA7fEB488780D0,"[((b'\xdf\x1d\xc0`\xc6\xb7-\xa3\xc8K.\xd8\xf8v\xe6\xec}0E\x8f\xd0\xfe\xfc\x19\xf8\xb8z\x027\xf2\xa5C', '0x88C522E526E5Eea8d636fd6805cA7fEB488780D0', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 5440900350420407148581, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 500, ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 17913147096994971119379), ('0xC19669A405067927865B40Ea045a2baabbbe57f5', 18, 'STAR', 173480095500583059795526), 'oRETRO', 18)]",191368.63
USDC/STAR (0.01%),0x6De0CA91Ef19A6ce9f02A423ae2dF89Fe09Bff0F,"[((b'\x93\x92hd^\x8e\xbeXQ\xcb|\x87\xd2\xa8\x0f1\x95\xfd\x11\xad\x01T\xba\x1f\x0b\x8f\xb7BE:\xa7\xc8', '0x6De0CA91Ef19A6ce9f02A423ae2dF89Fe09Bff0F', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 40247016376173510113056, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 100, ('0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 6, 'USDC', 114035322527), ('0xC19669A405067927865B40Ea045a2baabbbe57f5', 18, 'STAR', 426472184387975450284210), 'oRETRO', 18)]",540507.51
tUSDC/STAR (1%),0xaC44f57eEF260eB6E0f896b61984Da8d86FeE9ed,"[((b""R\x1d9\x85%\xec\r\xa6\xd1\x1d\x9a4\xd7\x83\xff\xa5\x80-=\xdc\xbd1\xe8\xad\xf1'\xba@\x9bl\x10\x98"", '0xaC44f57eEF260eB6E0f896b61984Da8d86FeE9ed', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 114609465454842385554, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x0D397F4515007AE4822703b74b9922508837A04E', 6, 'tUSDC', 194478290), ('0xC19669A405067927865B40Ea045a2baabbbe57f5', 18, 'STAR', 870392302854780582155), 'oRETRO', 18)]",1070.32
tUSDC/CASH (1%),0x4FcdB2DCc4Ce156c723aD541dba8B39d47284FC5,"[((b'\xaf\xd0h\xb2\x8c\x95Am\xe5HS\xa545\x93}\xb2L\x97F\x00\xea\\\t\x86\xde\xc6\xe9\xba\x07\x87\x1d', '0x4FcdB2DCc4Ce156c723aD541dba8B39d47284FC5', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 1054324627919020795372, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x0D397F4515007AE4822703b74b9922508837A04E', 6, 'tUSDC', 1994337236), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 8860122615106864864383), 'oRETRO', 18)]",10898.13
OATH/ERN (1%),0xeAf5C1aadF486D0AeB2E79Df78ce7d9834A2970e,"[((b'\xf8\xfa\x84\x85FC!i\xbf\xa1\x1f\xf2\x02\xd9\xf5\xc7i\xb3*\x1er\xcd1.\xd58\xb5Z\xd6:\xa1\xf3', '0xeAf5C1aadF486D0AeB2E79Df78ce7d9834A2970e', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 449987512903711401836, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x7c603C3C0C97a565cf202c94AB5298bF8510f7dc', 18, 'OATH', 70420227036205096359366), ('0xC3a9a54c043f348027fffAac0F2F996123A19bF4', 18, 'ERN', 498522644675904022575), 'oRETRO', 18)]",2526.39
WBTC/CASH (0.3%),0x2C8F7d92Dc7A414D343CbFB687E31a11F525d29e,"[((b""\xd9\xd1\x1cN\xd3<\x8d\xdbqh.p\xe3\x8e\xaa\xdet\xe0'\xf9\xc4\xe8r3\x0ccr\\\xc3rk\xe0"", '0x2C8F7d92Dc7A414D343CbFB687E31a11F525d29e', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 1986790588518678638295, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6', 8, 'WBTC', 57828123), ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 14100583150146150142173), 'oRETRO', 18)]",29261.67
WMATIC/DEUS (1%),0xB5cB765e44Eca4bc5a434fFaf6Bf7De235Bc60a5,"[((b'\x07\x15\xa5\xa2B\xe5\x8e\xc8\x8c\x16\x92\xf6\xaa\x19\xa3\x0e\x07\xee1l7\x13d\xe0\xb4\xf96\x86\xa9r\xb3\xfa', '0xB5cB765e44Eca4bc5a434fFaf6Bf7De235Bc60a5', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 24955299461130689000352, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270', 18, 'WMATIC', 21051559885982034212102), ('0xDE5ed76E7c05eC5e4572CfC88d1ACEA165109E44', 18, 'DEUS', 503182784699797037029), 'oRETRO', 18)]",23142.0
wUSDR/STAR (0.3%),0x8Aa67302c7A984c003C9B3a4409f49Ee6C3f13eC,"[((b'\xc4\xe0\\\x0f\x05\xaa8\x0bY\x9b""\xfer\x98%$$\xb4\xa7(\n\x86\x0fj4\xf5\x10\xadpC(\x82', '0x8Aa67302c7A984c003C9B3a4409f49Ee6C3f13eC', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 7629228771703694213555, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x00e8c0E92eB3Ad88189E7125Ec8825eDc03Ab265', 9, 'wUSDR', 14310370745485), ('0xC19669A405067927865B40Ea045a2baabbbe57f5', 18, 'STAR', 41812104664665502528235), 'oRETRO', 18)]",57210.06
CASH/TAROT (0.3%),0x217aEb0667b79584FBf6265B74a8cD22E1245fdC,"[((b'\xcd\x08k\x97B\x06o\xa92\x19\xa4\xd0\x06hHN\xb0\x00\x19X\xb7P\x8e\xca>( ""\x92\x7f\xdb%', '0x217aEb0667b79584FBf6265B74a8cD22E1245fdC', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 12812624195351017768604, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 3000, ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 3463620039911617594551), ('0xb092e1BF50f518b3Ebf7eD26A40015183aE36AC2', 18, 'TAROT', 172715860279252755408759), 'oRETRO', 18)]",14842.39
CASH/fxDOLA (0.05%),0x4b4B895a0dD744B4893aA4370A8F7eDbde5Fd90e,"[((b'd\x9ei*\r\x9b\xce\x7f\xc6j\xa8\xcbPL\xda\xb0,\xa0\xbe\xaa\xd3!3\x14f;\xc6s\x0c\x99\xabl', '0x4b4B895a0dD744B4893aA4370A8F7eDbde5Fd90e', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 141806738376345392043493, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 500, ('0x5D066D022EDE10eFa2717eD3D79f22F949F8C175', 18, 'CASH', 602210949024076752300926), ('0xbC2b48BC930Ddc4E5cFb2e87a45c379Aab3aac5C', 18, 'fxDOLA', 408654946971437153931166), 'oRETRO', 18)]",1006828.06
RETRO/liveRetro (1%),0x6333BB8b6f1DDa6f929d70eDEB9e31c8148dC9ef,"[((b'}\x81\xe9u\xc4\x17m\x9b\xaaf\xde=\x98\x93\xa2\xe3\xae)\x99\x9bjj#x\x1e\xf2=T\xfe\x19\xf1z', '0x6333BB8b6f1DDa6f929d70eDEB9e31c8148dC9ef', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 46836803108922523706705, [], [], 6000, 0, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0xBFA35599c7AEbb0dAcE9b5aa3ca5f2a79624D8Eb', 18, 'RETRO', 175676428012285045364970), ('0xCaAF554900E33ae5DBc66ae9f8ADc3049B7D31dB', 18, 'liveRetro', 255576225216053383813015), 'oRETRO', 18)]",31008.27
MVX/WETH (1%),0xCC72276de3BCc1b159F1B60A86B0211116022B42,"[((b'\xf3#\xb9\xbf\x8f,\x80\xecq\xc6M\xe7h\xb1\t2\xc6\x87\xf8\x04N!0\x08s\xact@nqy9', '0xCC72276de3BCc1b159F1B60A86B0211116022B42', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 244084117892063140244, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x2760E46d9BB43dafCbEcaad1F64b93207f9f0eD7', 18, 'MVX', 46837335734483543642310), ('0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619', 18, 'WETH', 10131509231400036028), 'oRETRO', 18)]",64536.07
WMATIC/elRETRO (1%),0x6794Db07e2efE1307b8594FBbBFad78E50eC76fa,"[((b'?\xcee)\xcc\nN\x96\x08\xc4\x92\xa4R\x98\xeb\x9c\xf8\xb8\x94^\xb7\x08^h^\xc4\xefU\x9f[4M', '0x6794Db07e2efE1307b8594FBbBFad78E50eC76fa', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 11648820743588999998215, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270', 18, 'WMATIC', 5992965059236963980474), ('0xFAB311FE3E3be4bB3fEd77257EE294Fb22Fa888b', 18, 'elRETRO', 90423273145454852009386), 'oRETRO', 18)]",7674.85
OATH/WETH (1%),0x0c74834d67c4bf5e6a44D18b2BAc767cddB4CdBf,"[((b'\x1d\xf4Od\x8e\x7f\xb4k\x04\x17\xed\xcd^\x9f\xcb\xd5u\x80\x82q\xb9 \xf4p].\x8dv!V4.', '0x0c74834d67c4bf5e6a44D18b2BAc767cddB4CdBf', '0x3A29CAb2E124919d14a6F735b6033a3AaD2B260F', 2052322896927394124734, [], [], 3000, 3000, 4000, 1695254400, 168, 0, 25000, '0xB419cE2ea99f356BaE0caC47282B9409E38200fa', b''), 10000, ('0x7c603C3C0C97a565cf202c94AB5298bF8510f7dc', 18, 'OATH', 95984976274920953843579), ('0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619', 18, 'WETH', 1454177088490009265), 'oRETRO', 18)]",5047.92
